"Iteration","Uz_up1: Uz_up1 (m/s)","Uz_up2: Uz_up2 (m/s)","Uz_up3: Uz_up3 (m/s)","Uz_up4: Uz_up4 (m/s)","Uz_up5: Uz_up5 (m/s)","Uz_down1: Uz_down1 (m/s)","Uz_down2: Uz_down2 (m/s)","Uz_down3: Uz_down3 (m/s)","Uz_down4: Uz_down4 (m/s)","Uz_down5: Uz_down5 (m/s)"
1584.0,6.15156696714535E-4,9.547551026927982E-4,,,,5.3001018306564E-4,9.46931650032939E-4,0.0010152288627464044,4.1979218504929576E-4,1.601533346867917E-4
1585.0,6.151568210426468E-4,9.54756604704718E-4,,,,5.300116601446447E-4,9.469349658347498E-4,0.0010152293909204402,4.1979161570751165E-4,1.601506196886129E-4
1586.0,6.15159886303793E-4,9.547619138816761E-4,,,,5.30016617660372E-4,9.469415592718747E-4,0.0010152339937239353,4.1979243352387467E-4,1.6014919512478775E-4
1587.0,6.151603248282559E-4,9.547612916317087E-4,,,,5.300149312000831E-4,9.469354932367235E-4,0.0010152290764669776,4.197909573489554E-4,1.6015007076271726E-4
1588.0,6.151610930619687E-4,9.547618804571754E-4,,,,5.300140971067556E-4,9.469349726391295E-4,0.0010152295573924099,4.1979079206641643E-4,1.6014921216627606E-4
1589.0,6.151610192119113E-4,9.54760532515823E-4,,,,5.300157775180645E-4,9.469380822026531E-4,0.0010152335474743535,4.197925374977248E-4,1.6014936471171808E-4
1590.0,6.151620602629256E-4,9.547625240484677E-4,,,,5.300190782576367E-4,9.469428345743747E-4,0.0010152366981893528,4.197936792763425E-4,1.601491912590779E-4
1591.0,6.151652071356131E-4,9.547676467274893E-4,,,,5.300231224917029E-4,9.469478900673918E-4,0.0010152393693962788,4.1979471682992525E-4,1.6014962028209142E-4
1592.0,6.151666487509909E-4,9.547682725370599E-4,,,,5.300229582941644E-4,9.469448359310793E-4,0.0010152369435473983,4.197950366986485E-4,1.601514584167278E-4
1593.0,6.151653519320125E-4,9.547638439959048E-4,,,,5.300201990938145E-4,9.469393154088843E-4,0.0010152340261301539,4.197953151085834E-4,1.6015278811901983E-4
1594.0,6.151648815046565E-4,9.547630895959131E-4,,,,5.300188944448574E-4,9.469376103295415E-4,0.0010152316215986876,4.1979351877868647E-4,1.6015067522638367E-4
1595.0,6.151648610696836E-4,9.547626592397369E-4,,,,5.300197147438396E-4,9.469388341326556E-4,0.0010152332391904783,4.197932133691361E-4,1.6014977740026038E-4
1596.0,6.151647645923888E-4,9.547623082254448E-4,,,,5.300205672613419E-4,9.469392938268777E-4,0.0010152329442776973,4.1979269007214596E-4,1.6014933062950002E-4
1597.0,6.151657380999937E-4,9.547640197222956E-4,,,,5.300208338245502E-4,9.469396069912433E-4,0.001015232251778571,4.197920037441183E-4,1.6014892782727634E-4
1598.0,6.151665774651591E-4,9.547646879174837E-4,,,,5.300214303037753E-4,9.469403038897789E-4,0.0010152331527416287,4.1979275045992586E-4,1.6014957206474743E-4
1599.0,6.15167367699097E-4,9.547656837206576E-4,,,,5.300221491290615E-4,9.469408814935531E-4,0.001015233508319731,4.1979322196570874E-4,1.60150113242542E-4
1600.0,6.151683146792188E-4,9.547668134722709E-4,,,,5.300231601486711E-4,9.46941725709888E-4,0.0010152342711681516,4.1979390477192157E-4,1.6015054978748517E-4
1601.0,6.151688900708804E-4,9.547674627139603E-4,,,,5.300237112067169E-4,9.469416898894745E-4,0.0010152341510872357,4.197941904611388E-4,1.6015095519487693E-4
1602.0,6.151696026942519E-4,9.547684816895582E-4,,,,5.300244217487466E-4,9.46942193307145E-4,0.0010152345664641504,4.1979445995523945E-4,1.6015097914681586E-4
1603.0,6.151698920753934E-4,9.547686055265282E-4,,,,5.300245564790454E-4,9.46941562619162E-4,0.0010152340981416782,4.197944537876749E-4,1.601511895611156E-4
1604.0,6.151703131857973E-4,9.547691568046303E-4,,,,5.300248673085924E-4,9.469416127100929E-4,0.0010152340281657853,4.197943331309303E-4,1.601509183134778E-4
1605.0,6.151704690167117E-4,9.54769038156678E-4,,,,5.300248733499842E-4,9.46940994513587E-4,0.0010152335564373308,4.1979413998378663E-4,1.6015091048768087E-4
1606.0,6.151707045990689E-4,9.547691974844856E-4,,,,5.300250416853058E-4,9.469408304478228E-4,0.0010152333124278446,4.1979389759690166E-4,1.6015063184424144E-4
1607.0,6.151709161387629E-4,9.547691491900608E-4,,,,5.300249990343993E-4,9.469403068496547E-4,0.0010152328596796276,4.197936515170378E-4,1.6015054674827823E-4
1608.0,6.151711338235582E-4,9.547691744546692E-4,,,,5.300251048789763E-4,9.469400925748105E-4,0.0010152326803188013,4.197934951522222E-4,1.6015038611867562E-4
1609.0,6.151713547792152E-4,9.547691908311814E-4,,,,5.300250980310092E-4,9.469396548938034E-4,0.0010152323156330631,4.1979333334367646E-4,1.601503635687691E-4
1610.0,6.151715860151675E-4,9.547692502007739E-4,,,,5.300252029109752E-4,9.469394555729515E-4,0.0010152322073346018,4.197932748431808E-4,1.6015031950989236E-4
1611.0,6.151717720944581E-4,9.547692749515611E-4,,,,5.300251727137073E-4,9.469390104057213E-4,0.0010152318561535813,4.197931523906885E-4,1.601503501772584E-4
1612.0,6.151719749968122E-4,9.54769387598943E-4,,,,5.300252450537609E-4,9.46938802036359E-4,0.0010152317179797762,4.1979307995362804E-4,1.6015030600898618E-4
1613.0,6.151720934987319E-4,9.547693772319485E-4,,,,5.300251730694958E-4,9.469383228095581E-4,0.0010152313215319626,4.197929333237666E-4,1.6015033261469614E-4
1614.0,6.151722426081332E-4,9.547694939104274E-4,,,,5.300251942749947E-4,9.469380827603544E-4,0.0010152310934190365,4.197927901610543E-4,1.6015024338291968E-4
1615.0,6.151723267765698E-4,9.547694044769483E-4,,,,5.300251569657515E-4,9.469376204918932E-4,0.0010152306680175154,4.1979261976155945E-4,1.6015025355176234E-4
1616.0,6.151722316102981E-4,9.547691087079698E-4,,,,5.300248407419935E-4,9.46936829402109E-4,0.0010152299858992957,4.1979230953181267E-4,1.6015017132097216E-4
1617.0,6.151722367968629E-4,9.547690966382641E-4,,,,5.300246997340294E-4,9.469364781865123E-4,0.0010152295890875926,4.197920097323095E-4,1.6014994744211573E-4
1618.0,6.15172367101874E-4,9.547692053257254E-4,,,,5.30024753065041E-4,9.469363447571744E-4,0.0010152293895826655,4.197918415540299E-4,1.601498447551088E-4
1619.0,6.151724278651479E-4,9.547691734035164E-4,,,,5.300246443959092E-4,9.469358415173873E-4,0.001015228874826952,4.1979160750198186E-4,1.6014981154368002E-4
1620.0,6.151724582528272E-4,9.547690864462445E-4,,,,5.300244781473896E-4,9.469353433419961E-4,0.0010152284411755448,4.1979141641483673E-4,1.6014976489185003E-4
1621.0,6.151724744536677E-4,9.547690110516335E-4,,,,5.300243267321555E-4,9.469349176356393E-4,0.0010152280641575737,4.1979122588065433E-4,1.6014968207302512E-4
1622.0,6.151725096901236E-4,9.547690091024478E-4,,,,5.300242220207911E-4,9.469346019788815E-4,0.0010152277735633775,4.197910512691959E-4,1.6014959291179242E-4
1623.0,6.151725800470015E-4,9.547690801608698E-4,,,,5.300241645442869E-4,9.469343596357606E-4,0.0010152275431710908,4.197909038186905E-4,1.6014952164040137E-4
1624.0,6.151726762931463E-4,9.547691963989106E-4,,,,5.300241335945317E-4,9.469341530986477E-4,0.0010152273534210013,4.1979079403286015E-4,1.6014948407590694E-4
1625.0,6.151727835381679E-4,9.547693265937086E-4,,,,5.300241113020019E-4,9.469339529409021E-4,0.0010152271814957861,4.197907127119656E-4,1.601494710293769E-4
1626.0,6.151728869015869E-4,9.547694442679749E-4,,,,5.300240831576027E-4,9.469337411687623E-4,0.0010152270084642762,4.1979064413630687E-4,1.6014946367449518E-4
1627.0,6.151729761374419E-4,9.547695342553619E-4,,,,5.30024045136312E-4,9.469335044157573E-4,0.0010152268279456044,4.19790571593093E-4,1.6014945843416346E-4
1628.0,6.151730453664598E-4,9.547695883630795E-4,,,,5.300239844918105E-4,9.469332501529091E-4,0.0010152266310110294,4.1979048423551536E-4,1.601494368366299E-4
1629.0,6.151730927783279E-4,9.547696075599501E-4,,,,5.300239028529321E-4,9.469329841361727E-4,0.0010152264203196443,4.197903796826948E-4,1.6014939743847352E-4
1630.0,6.151731197149297E-4,9.547695962293173E-4,,,,5.300238064637958E-4,9.469327137353832E-4,0.0010152262030308484,4.1979026235486154E-4,1.6014934493373823E-4
1631.0,6.151731338373389E-4,9.54769564454104E-4,,,,5.300237018396488E-4,9.469324464634861E-4,0.0010152259866672857,4.197901388694579E-4,1.6014928587529935E-4
1632.0,6.151731403585435E-4,9.54769520221817E-4,,,,5.300235947928067E-4,9.469321895965203E-4,0.0010152257779395921,4.1979001611725485E-4,1.601492265004131E-4
1633.0,6.1517314305506E-4,9.547694719464917E-4,,,,5.300234901564535E-4,9.469319479710869E-4,0.0010152255813800225,4.197898993740369E-4,1.6014917178198377E-4
1634.0,6.151731449115722E-4,9.547694258991968E-4,,,,5.300233908480687E-4,9.469317246496506E-4,0.001015225399501295,4.1978979195132695E-4,1.6014912454277198E-4
1635.0,6.151731480530196E-4,9.547693880077245E-4,,,,5.300232991643298E-4,9.469315205437034E-4,0.0010152252317803673,4.1978969552932245E-4,1.6014908597098554E-4
1636.0,6.151731532422109E-4,9.547693600440845E-4,,,,5.300232166111087E-4,9.469313340826197E-4,0.001015225077459945,4.197896079668188E-4,1.6014905233834316E-4
1637.0,6.151731603574298E-4,9.547693421101742E-4,,,,5.300231414009838E-4,9.469311642332319E-4,0.00101522493469061,4.1978952687637386E-4,1.6014902294869123E-4
1638.0,6.151731685136233E-4,9.547693326959112E-4,,,,5.300230723668637E-4,9.469310073097245E-4,0.0010152248011771254,4.197894523055014E-4,1.6014899841072864E-4
1639.0,6.151731767507194E-4,9.54769329435164E-4,,,,5.300230083470404E-4,9.469308610600391E-4,0.0010152246747932078,4.1978938267910753E-4,1.6014897603125743E-4
1640.0,6.151731833576449E-4,9.547693305983899E-4,,,,5.300229510707068E-4,9.469307315965703E-4,0.0010152245640693163,4.1978932152922247E-4,1.6014895420495814E-4
1641.0,6.15173173745434E-4,9.547692971038266E-4,,,,5.300228585325502E-4,9.469305327840631E-4,0.0010152243918551854,4.197892418759009E-4,1.6014894103973852E-4
1642.0,6.151731733558209E-4,9.547692926540094E-4,,,,5.300227832918992E-4,9.469304016007296E-4,0.0010152242699604439,4.197891655081126E-4,1.6014889727076914E-4
1643.0,6.151731781742662E-4,9.547692909155528E-4,,,,5.300227370774039E-4,9.46930309043233E-4,0.0010152241856988152,4.197891099944112E-4,1.601488712198834E-4
1644.0,6.151731837305944E-4,9.547692912923424E-4,,,,5.300227008707427E-4,9.469302051363499E-4,0.0010152240829340226,4.197890527485017E-4,1.601488496931188E-4
1645.0,6.15173188414358E-4,9.547692917333192E-4,,,,5.300226642060901E-4,9.469301144018304E-4,0.0010152240025353614,4.1978900770862085E-4,1.6014883155906421E-4
1646.0,6.151731901207992E-4,9.547692790650471E-4,,,,5.300226157424828E-4,9.469299982393254E-4,0.0010152238981462017,4.197889565206336E-4,1.6014881929220335E-4
1647.0,6.151731864854279E-4,9.547692598845512E-4,,,,5.300225588772413E-4,9.469298784805617E-4,0.0010152237958555711,4.197889038999919E-4,1.6014879960903728E-4
1648.0,6.151731842121101E-4,9.547692482659745E-4,,,,5.300225114191231E-4,9.469297880057119E-4,0.00101522372084448,4.1978885888479893E-4,1.6014877657752157E-4
1649.0,6.151731828551886E-4,9.54769242278589E-4,,,,5.30022472170273E-4,9.469297089832832E-4,0.00101522365592965,4.1978881730179746E-4,1.601487559132881E-4
1650.0,6.151731877335476E-4,9.547692437570777E-4,,,,5.300224417499413E-4,9.469296411002396E-4,0.0010152235967289909,4.197887812519019E-4,1.6014874076743409E-4
1651.0,6.151731929321831E-4,9.547692464397931E-4,,,,5.300224129694495E-4,9.469295741658091E-4,0.0010152235374862066,4.197887481515246E-4,1.6014872830917782E-4
1652.0,6.151731979908716E-4,9.547692497007795E-4,,,,5.300223875998535E-4,9.469295173014058E-4,0.0010152234954394156,4.197887228376376E-4,1.601487192194615E-4
1653.0,6.151732038499132E-4,9.54769254057666E-4,,,,5.300223640281379E-4,9.469294609973969E-4,0.0010152234492033538,4.197886971702903E-4,1.601487116641433E-4
1654.0,6.151732093570853E-4,9.547692593065933E-4,,,,5.300223424164706E-4,9.469294109540308E-4,0.0010152234105359871,4.197886751820077E-4,1.601487032183053E-4
1655.0,6.15173212234842E-4,9.54769258479608E-4,,,,5.300223174085734E-4,9.469293532210468E-4,0.0010152233631880888,4.1978865062042216E-4,1.601486965027519E-4
1656.0,6.151732152001475E-4,9.547692606697894E-4,,,,5.300222938696366E-4,9.469293059908649E-4,0.0010152233248889974,4.1978862729493826E-4,1.601486854083806E-4
1657.0,6.151732153949556E-4,9.5476925563202E-4,,,,5.300222697261043E-4,9.469292551715713E-4,0.0010152232835971985,4.1978860519674074E-4,1.6014867793449368E-4
1658.0,6.15173215653653E-4,9.547692540411827E-4,,,,5.300222475266191E-4,9.469292132828671E-4,0.0010152232485568726,4.197885832476825E-4,1.6014866692958457E-4
1659.0,6.151732156469307E-4,9.547692494765083E-4,,,,5.30022227462989E-4,9.46929173260679E-4,0.0010152232155274594,4.1978856395762066E-4,1.6014865905341654E-4
1660.0,6.151732154550276E-4,9.547692466810728E-4,,,,5.300222093060474E-4,9.469291392893133E-4,0.001015223187296275,4.1978854662811537E-4,1.6014865137555E-4
1661.0,6.151732165074571E-4,9.547692451855974E-4,,,,5.30022193502371E-4,9.469291088906164E-4,0.001015223161156235,4.19788530485575E-4,1.6014864424368275E-4
1662.0,6.151732174672116E-4,9.547692438898264E-4,,,,5.300221797485043E-4,9.469290821468655E-4,0.0010152231395918134,4.197885173864274E-4,1.6014863846308675E-4
1663.0,6.151732195126758E-4,9.547692447333365E-4,,,,5.30022167437982E-4,9.469290575712989E-4,0.0010152231178841477,4.1978850481015607E-4,1.601486337349E-4
1664.0,6.151732214858546E-4,9.547692454749419E-4,,,,5.300221565596329E-4,9.469290366925652E-4,0.0010152231015375175,4.197884948858528E-4,1.601486300100456E-4
1665.0,6.151732233992692E-4,9.547692465180746E-4,,,,5.300221474742657E-4,9.469290189253695E-4,0.0010152230867879666,4.1978848621188243E-4,1.6014862695277972E-4
1666.0,6.151732251811453E-4,9.547692481701787E-4,,,,5.300221375895086E-4,9.469289981698106E-4,0.0010152230686826015,4.1978847638293623E-4,1.6014862414008351E-4
1667.0,6.151732271169946E-4,9.547692499729133E-4,,,,5.300221286291667E-4,9.469289811871971E-4,0.001015223054566907,4.1978846786438746E-4,1.6014862070124142E-4
1668.0,3.767492169352976E-4,-5.259014716928576E-4,,,,5.607521141644627E-4,9.883106368958287E-4,0.001078350257265441,4.6135293392616334E-4,1.9004386133264652E-4
1669.0,4.825055509824908E-5,-0.0020184012990367406,,,,5.521476894686363E-4,9.462232854763306E-4,9.960878705677014E-4,4.1822188456585294E-4,1.597585153481598E-4
1670.0,-4.388564212216619E-4,-0.0038277308704648314,,,,5.340514704549207E-4,9.28340940209106E-4,9.736149231028026E-4,3.9044398656170253E-4,1.4215702853365077E-4
1671.0,-0.0010056200037003712,-0.005894374282997671,,,,5.169299445492361E-4,9.01792794848712E-4,9.103798495630313E-4,3.392421594070094E-4,1.1806752476050142E-4
1672.0,-0.0016079929067705284,-0.007853945157871387,,,,4.984618854756355E-4,8.701187274184302E-4,8.05038509198668E-4,2.4952398930234136E-4,7.747384665538347E-5
1673.0,-0.002279702549432174,-0.009274719855745111,,,,4.876045111024309E-4,8.317826715597195E-4,6.708136194111739E-4,1.3163509191466965E-4,4.433948156915666E-5
1674.0,-0.0029399373467937574,-0.009800406876572316,,,,4.779769976346822E-4,7.692122735966751E-4,4.244244379140333E-4,-7.064554831502094E-5,-2.2070594293907072E-5
1675.0,-0.003524972191248951,-0.00944098953731844,,,,4.656551976271772E-4,6.762013266330162E-4,7.3779708676885E-5,-3.548660370669613E-4,-1.2006242395869548E-4
1676.0,-0.003946071630113704,-0.008486714612439777,,,,4.422380408476865E-4,5.241333866927792E-4,-3.9484055920365466E-4,-6.971450634381272E-4,-2.4058655349189944E-4
1677.0,-0.004199176740651268,-0.007201097228217216,,,,4.110249560188152E-4,3.172146164337898E-4,-9.365722678686976E-4,-0.0010365210105442782,-3.582065092103038E-4
1678.0,-0.004233502318793296,-0.0057455998827882215,,,,3.7227276895861834E-4,4.829914776156639E-5,-0.001500941062805605,-0.0013165362890751112,-4.464327854235521E-4
1679.0,-0.00406637296696378,-0.004262313103278884,,,,3.1851294606913743E-4,-2.8511197889954297E-4,-0.002027181328372274,-0.0014894417640814255,-4.8810352535400426E-4
1680.0,-0.003716265374400194,-0.0029638963377158147,,,,2.3972722161301577E-4,-6.863836836452098E-4,-0.0024628852881648333,-0.0015363482030675652,-4.8153895922147953E-4
1681.0,-0.0032362604677665203,-0.00197052176547248,,,,1.5769561460172248E-4,-0.0011078974784389344,-0.002740891800229304,-0.001470996276672956,-4.408558713587492E-4
1682.0,-0.0026778249518019724,-0.0012422149344500613,,,,6.610181460000903E-5,-0.0015569318396588603,-0.0028695091309030142,-0.0013259845255889917,-3.811401528358673E-4
1683.0,-0.002108014365224238,-7.164120265890678E-4,,,,-4.18950532982973E-5,-0.0020061012429068545,-0.0028575919645536644,-0.0011457265165043882,-3.203267438980186E-4
1684.0,-0.0015728925534217392,-3.4153028120243443E-4,,,,-1.6395998557365012E-4,-0.002427879635710262,-0.0027291598083732252,-9.763336462545217E-4,-2.713899409283282E-4
1685.0,-0.0010893508583989676,-8.160390287632213E-5,,,,-2.9917108233325543E-4,-0.002800554232873174,-0.0025193189004341825,-8.464079214180313E-4,-2.4142737588640808E-4
1686.0,-6.797537474857217E-4,1.0070300052146289E-4,,,,-4.4511446784959547E-4,-0.0031137115629257333,-0.002281052448305451,-7.649652780959673E-4,-2.3044706110185805E-4
1687.0,-3.4354858527975196E-4,2.3264844200362355E-4,,,,-5.943945522516952E-4,-0.003370002438455692,-0.002049318736610841,-7.261052808585586E-4,-2.3419145329166952E-4
1688.0,-7.745189117342358E-5,3.3542750960381646E-4,,,,-7.420950374620838E-4,-0.0035690452049918836,-0.0018441542874596882,-7.177864297839913E-4,-2.4595816697514975E-4
1689.0,1.2160106930901067E-4,4.2081695436887935E-4,,,,-8.839376187823831E-4,-0.003702338963865149,-0.001676934909012468,-7.25210927375456E-4,-2.5898556321138935E-4
1690.0,2.6657961769535756E-4,4.959287984911171E-4,,,,-0.0010165994636638078,-0.0037589071037024543,-0.0015466084837686867,-7.353875933011249E-4,-2.684789910571625E-4
1691.0,3.714285074505943E-4,5.629934608669272E-4,,,,-0.001136598442611473,-0.0037341822595560233,-0.0014531104080644287,-7.40366976892884E-4,-2.722307349027379E-4
1692.0,4.4821267406904464E-4,6.217710926362801E-4,,,,-0.0012407642806664143,-0.0036381634465799924,-0.001368525653055565,-7.405848957538268E-4,-2.7000394102013697E-4
1693.0,5.031847317427606E-4,6.759753569836298E-4,,,,-0.0013233604613420726,-0.0034823291809700455,-0.0012891114277982236,-7.3625654502913E-4,-2.644750259999613E-4
1694.0,5.450631799080634E-4,7.171845003247444E-4,,,,-0.0013887833329701857,-0.0033045205594945566,-0.0011990352151702078,-7.149271922684258E-4,-2.5280161271146894E-4
1695.0,5.769439211874901E-4,7.552529849506476E-4,,,,-0.0014352733633840398,-0.0031109784007500065,-0.0011116304374531713,-6.877030562278106E-4,-2.4043599101515107E-4
1696.0,6.027890492048942E-4,7.907644540755801E-4,,,,-0.0014601920589053792,-0.0028901986401092265,-0.0010237777251427855,-6.547281136201358E-4,-2.2706001128239257E-4
1697.0,6.217544973057382E-4,8.177300115714208E-4,,,,-0.0014654992998876955,-0.002647432828961689,-9.278120914584116E-4,-6.148468359676161E-4,-2.1153266577140462E-4
1698.0,6.386100070360017E-4,8.44892213047015E-4,,,,-0.001450820839739885,-0.002397917232850222,-8.349221566806509E-4,-5.713525692724356E-4,-1.946379591548032E-4
1699.0,6.516579572471378E-4,8.661488830932203E-4,,,,-0.001418224262954539,-0.0021472486503455045,-7.370044002236232E-4,-5.235345815447113E-4,-1.7686195200529325E-4
1700.0,6.621179383298368E-4,8.845128007353854E-4,,,,-0.001367746485297592,-0.001899019337485638,-6.381799156476504E-4,-4.7292471857943326E-4,-1.5903798625201712E-4
1701.0,6.707749603646078E-4,9.004218900232374E-4,,,,-0.001302912996773685,-0.0016634099610686624,-5.410597971135648E-4,-4.21466977441363E-4,-1.4136876340795367E-4
1702.0,6.781278074420767E-4,9.141496845602837E-4,,,,-0.0012281023721163707,-0.0014415346669453943,-4.4603286150226055E-4,-3.7000213404122227E-4,-1.2389258954029629E-4
1703.0,6.845157342271874E-4,9.263459324742522E-4,,,,-0.0011435811226106446,-0.0012361680528036464,-3.536985422939811E-4,-3.1985723163277E-4,-1.0675414329433172E-4
1704.0,6.898917517480103E-4,9.369416396683931E-4,,,,-0.0010538617289676724,-0.0010487726409487497,-2.6432067575822376E-4,-2.7169205545130265E-4,-9.017931741664266E-5
1705.0,6.94593293790734E-4,9.464303402093667E-4,,,,-9.632572525698673E-4,-8.78521470902205E-4,-1.7840607045588487E-4,-2.2635119790571727E-4,-7.46436609816889E-5
1706.0,6.985878917468802E-4,9.546277299214625E-4,,,,-8.742944969248496E-4,-7.243216872315017E-4,-9.587985749668269E-5,-1.835773044234786E-4,-5.975336497057655E-5
1707.0,7.020983980938792E-4,9.619750013966184E-4,,,,-7.866755322018871E-4,-5.8504596609558E-4,-1.6247302464330267E-5,-1.4222986929856557E-4,-4.5435027755604714E-5
1708.0,7.051140476939108E-4,9.683513819669861E-4,,,,-7.008119599978772E-4,-4.5830499997888397E-4,6.014783399092815E-5,-1.020392561112673E-4,-3.17904498040152E-5
1709.0,7.076927005264966E-4,9.739396569929438E-4,,,,-6.16940003097936E-4,-3.4112720335879415E-4,1.332761326930448E-4,-6.366823558116426E-5,-1.9073030143771294E-5
1710.0,7.098991017762972E-4,9.7882994428686E-4,,,,-5.34879962564584E-4,-2.321496885229604E-4,2.0309823302915226E-4,-2.7940179367447676E-5,-7.120841141261699E-6
1711.0,7.119312436697498E-4,9.83429282339281E-4,,,,-4.5503556549519473E-4,-1.3089866492890933E-4,2.687569258609406E-4,5.626821293373415E-6,4.337693324538982E-6
1712.0,7.136976882023598E-4,9.87356424170209E-4,,,,-3.7649386043244696E-4,-3.799671290316731E-5,3.298743369768512E-4,3.723263807021629E-5,1.537726002669669E-5
1713.0,7.151526430710725E-4,9.906144214547996E-4,,,,-3.001998364286471E-4,4.771560219455665E-5,3.867082288461359E-4,6.659669268821157E-5,2.5767061626354884E-5
1714.0,7.16415940885213E-4,9.935395241476208E-4,,,,-2.2688996237849114E-4,1.270073112217313E-4,4.4009604027880623E-4,9.313645395027992E-5,3.513034156155833E-5
1715.0,7.178239026969368E-4,9.968752114905453E-4,,,,-1.5777976001343715E-4,1.9987450476822736E-4,4.901519051496366E-4,1.1853867157415605E-4,4.382322902999696E-5
1716.0,7.186893783871415E-4,9.985818289132515E-4,,,,-9.110037201466394E-5,2.667994732424322E-4,5.362865368665007E-4,1.426037614647388E-4,5.203174321118852E-5
1717.0,7.198364104739977E-4,0.001001386495600281,,,,-2.90293328057157E-5,3.2810023976795994E-4,5.792919158725198E-4,1.650993106989169E-4,5.977895297662409E-5
1718.0,7.205560414582154E-4,0.0010027607617551133,,,,2.973250507922802E-5,3.8454411805235165E-4,6.190148619643206E-4,1.8627318711569456E-4,6.719229484636174E-5
1719.0,7.214394783484302E-4,0.0010049015231476726,,,,8.380624022768962E-5,4.3621031045928016E-4,6.558243763554572E-4,2.0546582272186568E-4,7.406512521704483E-5
1720.0,7.219694601174737E-4,0.0010059007861637319,,,,1.3432601430369708E-4,4.833760299939485E-4,6.897016886957721E-4,2.2349165988167071E-4,8.071004242922382E-5
1721.0,7.226724081172342E-4,0.0010076077353665719,,,,1.8067019775599587E-4,5.265562845127289E-4,7.212717273044608E-4,2.401837912119305E-4,8.662065950121259E-5
1722.0,7.230574152971373E-4,0.0010083412335078034,,,,2.237032850878852E-4,5.654290773510838E-4,7.498979548610596E-4,2.5546113522834644E-4,9.240177664786273E-5
1723.0,7.235831639322613E-4,0.0010096369175361679,,,,2.6294671746538995E-4,6.01120916915126E-4,7.766366006719325E-4,2.697336372215414E-4,9.759940229253559E-5
1724.0,7.24045946066339E-4,0.0010106033068397874,,,,2.989415314962315E-4,6.332782355334697E-4,8.01067465090711E-4,2.8291616163877075E-4,1.0268268016022283E-4
1725.0,7.244703852963344E-4,0.001011500577797399,,,,3.3171477357527577E-4,6.624355867157461E-4,8.234748563744561E-4,2.950751417913671E-4,1.0744751988407161E-4
1726.0,7.248057607835451E-4,0.001012197032110686,,,,3.6145984199093575E-4,6.887519423005259E-4,8.438795221090458E-4,3.0621318055356955E-4,1.1189657594273766E-4
1727.0,7.250625783788672E-4,0.0010127587857687277,,,,3.88400725048961E-4,7.126389917332071E-4,8.62597690234468E-4,3.164692081102531E-4,1.1599982492899684E-4
1728.0,7.25284855599278E-4,0.0010132838973778643,,,,4.1270814202226127E-4,7.342574088000302E-4,8.795201054773889E-4,3.258321888615377E-4,1.1973183375763834E-4
1729.0,7.254661174833389E-4,0.0010136972585099635,,,,4.3461225900882884E-4,7.538459377172805E-4,8.951137613684625E-4,3.3448109516803705E-4,1.2319603386332553E-4
1730.0,7.256213619306193E-4,0.0010140885302835454,,,,4.542244183034301E-4,7.714601969570852E-4,9.091111227787019E-4,3.423255280913209E-4,1.2634419077247325E-4
1731.0,7.258194995479054E-4,0.0010145475556541743,,,,4.7182219948495535E-4,7.874185517993395E-4,9.22106176298626E-4,3.495570637263635E-4,1.2923837206469486E-4
1732.0,7.259780503555182E-4,0.0010148824348414172,,,,4.8749180131796283E-4,8.016408061856111E-4,9.337765895371609E-4,3.561108978805277E-4,1.319029568353813E-4
1733.0,7.2611254696999E-4,0.0010151776872789932,,,,5.014224520501913E-4,8.144860377457934E-4,9.444913820090563E-4,3.621640948794444E-4,1.3434031613675853E-4
1734.0,7.262527183558668E-4,0.0010155114287197806,,,,5.137922064578969E-4,8.260786829316449E-4,9.539789759601256E-4,3.6766090787924575E-4,1.3654309040108623E-4
1735.0,7.263891743391616E-4,0.001015792694014975,,,,5.247117617426679E-4,8.36491403556524E-4,9.626266643916225E-4,3.727135149384186E-4,1.385901720694325E-4
1736.0,7.264899208266362E-4,0.0010160060724933974,,,,5.343142225875296E-4,8.458187363824838E-4,9.703903697165536E-4,3.772791624387636E-4,1.4044545775564518E-4
1737.0,7.266235321834284E-4,0.0010163201237948906,,,,5.427757209485187E-4,8.543181318382687E-4,9.77606108427802E-4,3.8147852926845934E-4,1.4212491673721087E-4
1738.0,7.267189994905072E-4,0.001016501613072767,,,,5.502397169199792E-4,8.61860558881348E-4,9.842315401455493E-4,3.853365325407322E-4,1.43713229671676E-4
1739.0,7.270116983137086E-4,0.001017179804187988,,,,5.568265283147906E-4,8.691492231120701E-4,9.90001891455044E-4,3.8881215909531515E-4,1.4504075489141525E-4
1740.0,7.270524150062022E-4,0.001017162418470796,,,,5.625898027199598E-4,8.75402313089377E-4,9.958328230990706E-4,3.921423798814978E-4,1.4646602043038155E-4
1741.0,7.27084688811742E-4,0.001017232090553398,,,,5.675946459082707E-4,8.80717184209663E-4,0.001000570937425945,3.95046221554708E-4,1.476830469151107E-4
1742.0,7.272434554549858E-4,0.0010175931742433652,,,,5.719915409057971E-4,8.856987453984313E-4,0.001004932530016272,3.9765735534534315E-4,1.4872356097416682E-4
1743.0,7.273478850173622E-4,0.0010177526975777593,,,,5.758227844212779E-4,8.901371491931087E-4,0.0010089357965809293,4.000466559128885E-4,1.4974701928173185E-4
