"Iteration","Uy_up1: Uy_up1 (m/s)","Uy_up2: Uy_up2 (m/s)","Uy_up3: Uy_up3 (m/s)","Uy_up4: Uy_up4 (m/s)","Uy_up5: Uy_up5 (m/s)","Uy_down1: Uy_down1 (m/s)","Uy_down2: Uy_down2 (m/s)","Uy_down3: Uy_down3 (m/s)","Uy_down4: Uy_down4 (m/s)","Uy_down5: Uy_down5 (m/s)"
1917.0,8.65149852964773E-15,1.847496139540513E-15,,,,6.57904450814883E-15,-7.446391032028604E-15,1.9945796426254492E-15,-8.784151684791583E-16,7.869052591255853E-16
1918.0,8.639845326760651E-15,1.8406634048287994E-15,,,,6.5783874440819226E-15,-7.445696481172881E-15,1.9942654505312915E-15,-8.7828766802338125E-16,7.868063381970518E-16
1919.0,8.626877397871824E-15,1.8330806212954308E-15,,,,6.577870840810417E-15,-7.445262471440986E-15,1.9938875132236377E-15,-8.781876689537274E-16,7.867467937735672E-16
1920.0,8.611577840219413E-15,1.8253229014120836E-15,,,,6.577507080614725E-15,-7.4450328406328E-15,1.9934785890382425E-15,-8.781226991115916E-16,7.86779628519864E-16
1921.0,8.592149202120606E-15,1.818148081131657E-15,,,,6.576975853602261E-15,-7.444466622295987E-15,1.9928250369894644E-15,-8.780191327379032E-16,7.868818387353819E-16
1922.0,8.570958008021066E-15,1.813251102743644E-15,,,,6.576404793160451E-15,-7.443641885751514E-15,1.991749805727417E-15,-8.779188897968629E-16,7.870532709338449E-16
1923.0,8.547352969930732E-15,1.8112814856750246E-15,,,,6.5758601982774026E-15,-7.442274868359924E-15,1.9902315468751402E-15,-8.77813162314026E-16,7.873400384244976E-16
1924.0,8.523623569556386E-15,1.8119553261574605E-15,,,,6.5749715686908444E-15,-7.440121139489428E-15,1.9883058728801786E-15,-8.776966942268856E-16,7.876950643572656E-16
1925.0,8.500965537469017E-15,1.8143985525390517E-15,,,,6.573910896859893E-15,-7.436824011206351E-15,1.9859911948398564E-15,-8.775723728900037E-16,7.881132021764372E-16
1926.0,8.480462057195115E-15,1.8183074062489138E-15,,,,6.572425317104502E-15,-7.43235131557646E-15,1.9835971513483785E-15,-8.774746674066034E-16,7.88524129386857E-16
1927.0,8.462944502584524E-15,1.8228543715973475E-15,,,,6.570368185364971E-15,-7.426499633947445E-15,1.9813731898523693E-15,-8.774290024632944E-16,7.888846512486002E-16
1928.0,8.449011764987056E-15,1.827095159933758E-15,,,,6.567993447172638E-15,-7.419701069556884E-15,1.9797469880334317E-15,-8.774932967515895E-16,7.891697390310843E-16
1929.0,8.438781290536455E-15,1.830580249193962E-15,,,,6.5651255239306054E-15,-7.41186727822194E-15,1.978733481336841E-15,-8.776945627098549E-16,7.894141883068147E-16
1930.0,8.431861857797807E-15,1.833144830619295E-15,,,,6.561589360225178E-15,-7.403464724633784E-15,1.9784335981434508E-15,-8.780190485153926E-16,7.896033119856391E-16
1931.0,8.427794527961594E-15,1.8349330520183573E-15,,,,6.5574992471191524E-15,-7.394891073155917E-15,1.9788543779559638E-15,-8.784513004858359E-16,7.897663401000188E-16
1932.0,8.4257611919831E-15,1.8360484072375154E-15,,,,6.552655726932343E-15,-7.386560041867694E-15,1.9798745773890107E-15,-8.789424668002945E-16,7.899156901799064E-16
1933.0,8.425070226321893E-15,1.8367246869836826E-15,,,,6.547260111055501E-15,-7.378867658163142E-15,1.9813453890414198E-15,-8.794443189353506E-16,7.900576002210353E-16
1934.0,8.425183560366698E-15,1.8370968682064068E-15,,,,6.541094791985388E-15,-7.372128637725059E-15,1.9829638874544045E-15,-8.799059310760596E-16,7.902054517303655E-16
1935.0,8.425746916030453E-15,1.8373231014603313E-15,,,,6.5344220559509645E-15,-7.36645121266731E-15,1.984636392233029E-15,-8.802949580933623E-16,7.903512311546353E-16
1936.0,8.426338077279064E-15,1.837511111039567E-15,,,,6.5272477974036396E-15,-7.361987369425165E-15,1.9861762153270583E-15,-8.806208785631286E-16,7.90493904559498E-16
1937.0,8.42681684392195E-15,1.8376315563987225E-15,,,,6.519725702296188E-15,-7.3588532061115E-15,1.9875737522875927E-15,-8.808804154400431E-16,7.906275180057241E-16
1938.0,8.427194672327738E-15,1.837785764845527E-15,,,,6.511948349383357E-15,-7.357024352835892E-15,1.9887567902394226E-15,-8.810893298583927E-16,7.907519254164372E-16
1939.0,8.427438669406985E-15,1.8379144925826863E-15,,,,6.504150986114393E-15,-7.356404347666474E-15,1.9897750544327966E-15,-8.812547549777203E-16,7.908718962402315E-16
1940.0,8.427551521835836E-15,1.8380239347480145E-15,,,,6.496401385241177E-15,-7.356767963751738E-15,1.990721578227634E-15,-8.813946045040941E-16,7.90982039794353E-16
1941.0,8.427530094533897E-15,1.8381375500636816E-15,,,,6.4886630924585594E-15,-7.357882792391909E-15,1.991575231047346E-15,-8.815271566763397E-16,7.910848315197461E-16
1942.0,8.427418286188459E-15,1.83823579644717E-15,,,,6.481433489408946E-15,-7.359606980364235E-15,1.992353810240693E-15,-8.816496808745638E-16,7.91186566152658E-16
1943.0,8.427321458766972E-15,1.838324555319895E-15,,,,6.474506782292834E-15,-7.361751054942931E-15,1.993053005308973E-15,-8.817740166642894E-16,7.912677266976397E-16
1944.0,8.427214493567775E-15,1.838387299663332E-15,,,,6.4680352134239034E-15,-7.364124150730083E-15,1.9937102301349877E-15,-8.818933587471971E-16,7.913515771606615E-16
1945.0,8.427095658603903E-15,1.838461785688615E-15,,,,6.462135818691651E-15,-7.366706635271018E-15,1.9943038910690294E-15,-8.8201529970448E-16,7.914292491687738E-16
1946.0,8.426996092089219E-15,1.838515153970832E-15,,,,6.456692081309147E-15,-7.369291886799157E-15,1.9948584288957092E-15,-8.82135670891512E-16,7.914961661012728E-16
1947.0,8.426924631111802E-15,1.838570643396466E-15,,,,6.451800144320144E-15,-7.3718500650963E-15,1.995394241155173E-15,-8.822511914512274E-16,7.915597166583468E-16
1948.0,8.426867993187616E-15,1.838600841077961E-15,,,,6.447491660278168E-15,-7.374196994291772E-15,1.9958857961176267E-15,-8.823567848728792E-16,7.916225869226496E-16
1949.0,8.426800791001353E-15,1.838636938380107E-15,,,,6.44358770269405E-15,-7.376419924100335E-15,1.9963488216100777E-15,-8.824576236079538E-16,7.916747349861363E-16
1950.0,8.426746813338531E-15,1.8386729868916713E-15,,,,6.4401709093025394E-15,-7.378447648200934E-15,1.9967863542231476E-15,-8.825509526854318E-16,7.917268321986527E-16
1951.0,8.426699925925411E-15,1.8387010668435426E-15,,,,6.437156315245432E-15,-7.380192913152469E-15,1.9971932684681053E-15,-8.826376599327617E-16,7.917730359307971E-16
1952.0,8.426667545220649E-15,1.8387201754522595E-15,,,,6.434523888005933E-15,-7.381748382803526E-15,1.9975889158923657E-15,-8.827182415265485E-16,7.918103482400929E-16
1953.0,8.426638255518369E-15,1.8387317430353596E-15,,,,6.4322562703212754E-15,-7.383077948905006E-15,1.9979553246622467E-15,-8.827878023898427E-16,7.918505585706137E-16
1954.0,8.42659117535347E-15,1.8387425969983108E-15,,,,6.4302404815417845E-15,-7.384247811674224E-15,1.9982822513545647E-15,-8.828556031527413E-16,7.918851709238245E-16
1955.0,8.426571863191656E-15,1.8387589610122175E-15,,,,6.42837217857355E-15,-7.38527884713596E-15,1.99860225587665E-15,-8.829160976651646E-16,7.919145079554291E-16
1956.0,8.426552422020341E-15,1.838778335713601E-15,,,,6.426806128670826E-15,-7.386138334532429E-15,1.998922589763021E-15,-8.829756573110992E-16,7.919388872474052E-16
1957.0,8.426518960714006E-15,1.8387935845431925E-15,,,,6.4254680607285046E-15,-7.386874286766032E-15,1.9991875110849288E-15,-8.830226865723067E-16,7.91964355861555E-16
1958.0,8.42649536431498E-15,1.8387985901409384E-15,,,,6.42417870785026E-15,-7.38750644984381E-15,1.9994615241781778E-15,-8.830738553115725E-16,7.919831976908139E-16
1959.0,8.426467874360547E-15,1.8387946345326946E-15,,,,6.423091034481195E-15,-7.388065057383339E-15,1.9996974349075978E-15,-8.831180733949369E-16,7.920010481771859E-16
1960.0,8.426462052047796E-15,1.838817305633721E-15,,,,6.422159829637637E-15,-7.388552313226123E-15,1.999928628567941E-15,-8.8315815641242E-16,7.920228876263692E-16
1961.0,8.426438673608454E-15,1.8388207920203245E-15,,,,6.421408862911365E-15,-7.388958686306697E-15,2.0001442226556026E-15,-8.831987559565063E-16,7.920355239541575E-16
1962.0,8.42644188996712E-15,1.8388159562590493E-15,,,,6.420730442551653E-15,-7.38935090098672E-15,2.0003465428039494E-15,-8.832339233952723E-16,7.920518898017855E-16
1963.0,8.426433038265794E-15,1.838825522458803E-15,,,,6.420196750332986E-15,-7.389633242857073E-15,2.0005195185686637E-15,-8.832685473070677E-16,7.92064174863092E-16
1964.0,8.426405103322276E-15,1.8388186122579807E-15,,,,6.4196962336025065E-15,-7.38991871701702E-15,2.000690034468893E-15,-8.832942323730462E-16,7.920764730958663E-16
1965.0,8.4263888657866E-15,1.8388338316283833E-15,,,,6.4192345700830686E-15,-7.390152294735887E-15,2.0008340130895338E-15,-8.833186829931279E-16,7.920878077868252E-16
1966.0,8.426397152559059E-15,1.8388374211210094E-15,,,,6.418913051624189E-15,-7.390379934176593E-15,2.000979270093961E-15,-8.833400607671015E-16,7.920927424223444E-16
1967.0,8.42639567975074E-15,1.838840583549889E-15,,,,6.418655407570926E-15,-7.390523771314152E-15,2.0010939445083732E-15,-8.833614899922923E-16,7.921058540162835E-16
1968.0,8.426386025496489E-15,1.8388427801926276E-15,,,,6.418400495419188E-15,-7.390702965451726E-15,2.001205898345732E-15,-8.833794214531124E-16,7.921084369381826E-16
1969.0,8.426395570770896E-15,1.8388383419789503E-15,,,,6.418277748891568E-15,-7.390838373444578E-15,2.0013219138464073E-15,-8.83394783361788E-16,7.921180377517347E-16
1970.0,8.426388024937454E-15,1.8388410321876516E-15,,,,6.418082240493804E-15,-7.390969409304065E-15,2.0014044398454595E-15,-8.834090963592151E-16,7.921251348361166E-16
1971.0,8.426366564295519E-15,1.8388363645696484E-15,,,,6.418016825568665E-15,-7.391060251806126E-15,2.0015034820089613E-15,-8.834243486353088E-16,7.921273911073129E-16
1972.0,8.42638005049127E-15,1.838851934122318E-15,,,,6.417985461385326E-15,-7.391146112575092E-15,2.0015720473117E-15,-8.834348307102115E-16,7.921356004024909E-16
1973.0,8.42636104889264E-15,1.83884535972345E-15,,,,6.417903132726246E-15,-7.391220911683451E-15,2.0016622228888274E-15,-8.834469877796624E-16,7.921361532954909E-16
1974.0,8.426376983171756E-15,1.8388598416491895E-15,,,,6.417826659814745E-15,-7.391307378325812E-15,2.001714906931176E-15,-8.834534443453812E-16,7.921427432641181E-16
1975.0,8.426357743583787E-15,1.8388508989677094E-15,,,,6.4178396727724274E-15,-7.391336364646941E-15,2.00176948923547E-15,-8.834634724113385E-16,7.921447966403648E-16
1976.0,8.426373810525714E-15,1.8388553188480076E-15,,,,6.417739858873315E-15,-7.391366134040467E-15,2.0018292371783457E-15,-8.834654338285401E-16,7.921484831630602E-16
1977.0,8.426374769424418E-15,1.8388472661340376E-15,,,,6.417740167995917E-15,-7.391428450719109E-15,2.001873686438511E-15,-8.834736570730322E-16,7.921512681166696E-16
1978.0,8.426352030250877E-15,1.838847572006472E-15,,,,6.417737548476307E-15,-7.391471453791437E-15,2.001922124283418E-15,-8.834826183552687E-16,7.921504061439481E-16
1979.0,8.426346300541629E-15,1.8388456242984576E-15,,,,6.417763740753145E-15,-7.391473016209896E-15,2.0019614913321238E-15,-8.834866505945997E-16,7.921533324785025E-16
1980.0,8.426365329476538E-15,1.8388550129755725E-15,,,,6.4177417137497215E-15,-7.391493431736964E-15,2.0020084095058822E-15,-8.834920806096054E-16,7.921591172914503E-16
1981.0,8.426366608008143E-15,1.8388588235679898E-15,,,,6.4177527256207256E-15,-7.39150168368267E-15,2.0020381843608026E-15,-8.83496260472441E-16,7.921563126880442E-16
1982.0,8.426371487798534E-15,1.8388568758599754E-15,,,,6.417731724543178E-15,-7.391524908924638E-15,2.0020715500074054E-15,-8.835038865725454E-16,7.921556254582191E-16
1983.0,8.426350989708614E-15,1.83885000840169E-15,,,,6.41773398326202E-15,-7.391534868664494E-15,2.0020854599272743E-15,-8.834997761851691E-16,7.921650540122047E-16
1984.0,8.426350136136441E-15,1.8388629991993097E-15,,,,6.417760943832569E-15,-7.39153440444045E-15,2.0021218234117804E-15,-8.835070288182275E-16,7.921604160939685E-16
1985.0,8.426349789167257E-15,1.8388626498006903E-15,,,,6.417756585562841E-15,-7.391573354227769E-15,2.0021333271205337E-15,-8.835100793038002E-16,7.921668112653881E-16
1986.0,8.4263503467895E-15,1.8388523842051894E-15,,,,6.41778215950061E-15,-7.391579898379325E-15,2.002158045165993E-15,-8.835125460293952E-16,7.921644794448031E-16
1987.0,8.426348853951522E-15,1.838872433631366E-15,,,,6.417708344352131E-15,-7.391564779707373E-15,2.0021809916538997E-15,-8.835167482527659E-16,7.921646632564241E-16
1988.0,8.42634224698713E-15,1.838881205271482E-15,,,,6.417762994006681E-15,-7.391584270512688E-15,2.0021956362578404E-15,-8.835163993883395E-16,7.92167901909526E-16
1989.0,8.426379345958248E-15,1.838865504313517E-15,,,,6.41778411447193E-15,-7.391585978306838E-15,2.0022061313444834E-15,-8.835200962274323E-16,7.921718640422484E-16
1990.0,8.426359783084065E-15,1.8388734988927576E-15,,,,6.417758944906487E-15,-7.391594230252543E-15,2.0022265420399576E-15,-8.835203780102537E-16,7.921721930685377E-16
1991.0,8.426351921271035E-15,1.8388690578518142E-15,,,,6.417775675911313E-15,-7.391619163288663E-15,2.0022354265016046E-15,-8.835233143751817E-16,7.921710025282518E-16
1992.0,8.42635288016974E-15,1.838860852201627E-15,,,,6.41782012018505E-15,-7.391605291913152E-15,2.0022504212220273E-15,-8.835255843479177E-16,7.921689944705254E-16
1993.0,8.426358075939717E-15,1.8388758181288235E-15,,,,6.417797260922751E-15,-7.3916007744041E-15,2.00225907477241E-15,-8.835224020209979E-16,7.92176266405547E-16
1994.0,8.426363088392919E-15,1.8388705361669163E-15,,,,6.4177645054491714E-15,-7.391592522458394E-15,2.002274129095443E-15,-8.835265930261587E-16,7.921744496229681E-16
1995.0,8.42636913773507E-15,1.8388763586977148E-15,,,,6.417777777669726E-15,-7.391591420537641E-15,2.0022651998065904E-15,-8.835271677341262E-16,7.921706309635432E-16
1996.0,8.426360422349867E-15,1.8388615839407895E-15,,,,6.417790951519938E-15,-7.391625388591864E-15,2.0022836140100415E-15,-8.835261412592977E-16,7.921711209128311E-16
1997.0,8.426380920439785E-15,1.8388764223528063E-15,,,,6.41771785624842E-15,-7.391638012670934E-15,2.002286680276719E-15,-8.83526027214538E-16,7.921754774988848E-16
1998.0,8.426378492386074E-15,1.8388755942448598E-15,,,,6.417768346004635E-15,-7.391624605519466E-15,2.0022902695184663E-15,-8.835292141054055E-16,7.921748841313886E-16
1999.0,8.426380838796225E-15,1.8388731218443442E-15,,,,6.417765122204463E-15,-7.391611371840664E-15,2.0022956764444104E-15,-8.835278834872207E-16,7.921780652796999E-16
2000.0,8.42637966559115E-15,1.8388643756252662E-15,,,,6.417809559472414E-15,-7.39162492436782E-15,2.00229039754985E-15,-8.835326715608841E-16,7.921744378954226E-16
2001.0,8.426356080152062E-15,1.8388738429992467E-15,,,,6.417696007269717E-15,-7.39162492436782E-15,2.0022958954296414E-15,-8.835257790863468E-16,7.921769896019334E-16
2002.0,8.426360741982768E-15,1.838872129987688E-15,,,,6.41775498942531E-15,-7.391613079634815E-15,2.0023017434259155E-15,-8.835306364836994E-16,7.921777111646924E-16
2003.0,8.42636106161567E-15,1.838872117174671E-15,,,,6.4177809311227E-15,-7.391603261544311E-15,2.0023086508207445E-15,-8.835328259145358E-16,7.921753394645087E-16
2004.0,8.42635319980264E-15,1.838873509477018E-15,,,,6.417782847897538E-15,-7.39162492436782E-15,2.0023078179065947E-15,-8.835302070773736E-16,7.921754120718428E-16
2005.0,8.426360741982768E-15,1.8388709064979495E-15,,,,6.4177437861886976E-15,-7.391616814071467E-15,2.0023196346542953E-15,-8.835312090254672E-16,7.921745030392305E-16
2006.0,8.42636106161567E-15,1.8388738301862295E-15,,,,6.417750558553924E-15,-7.39161962378637E-15,2.00231256632691E-15,-8.835316920492102E-16,7.921771734135545E-16
2007.0,8.426363809302281E-15,1.8388738047651923E-15,,,,6.4177562276872194E-15,-7.391616814071467E-15,2.002314437664475E-15,-8.835338412470393E-16,7.921765282634238E-16
2008.0,8.426359888410594E-15,1.838868823155358E-15,,,,6.4177210097013936E-15,-7.391616814071467E-15,2.002311667860911E-15,-8.835326939973038E-16,7.921733314067822E-16
2009.0,8.426363408025819E-15,1.8388668530896795E-15,,,,6.417766515843027E-15,-7.391609805695867E-15,2.0023253634453508E-15,-8.835330674643496E-16,7.92177640015495E-16
2010.0,8.42635319980264E-15,1.8388598198821597E-15,,,,6.417766196500158E-15,-7.391610269919911E-15,2.0023305410099647E-15,-8.835335885549003E-16,7.921732834294416E-16
2011.0,8.426360527676397E-15,1.8388698278250315E-15,,,,6.4177321285792346E-15,-7.391637693822578E-15,2.002326051752283E-15,-8.835324368171024E-16,7.921799524695175E-16
2012.0,8.426361700881472E-15,1.8388798994229944E-15,,,,6.417730831727238E-15,-7.391608562125762E-15,2.002326051752283E-15,-8.835294780916391E-16,7.921791103220836E-16
2013.0,8.426352346230467E-15,1.8388794353222123E-15,,,,6.41779307746326E-15,-7.391609805695867E-15,2.0023221346961834E-15,-8.83534930391295E-16,7.921760858327518E-16
2014.0,8.426361700881472E-15,1.838872879028492E-15,,,,6.417761611835891E-15,-7.39161432320492E-15,2.0023254036227534E-15,-8.835353776700931E-16,7.921753623531313E-16
2015.0,8.426359354471321E-15,1.8388797816574583E-15,,,,6.4177171003825055E-15,-7.391608562125762E-15,2.002324542457233E-15,-8.835376364246191E-16,7.921759191875976E-16
2016.0,8.426351173025391E-15,1.8388729554966007E-15,,,,6.4177240109452626E-15,-7.391623039374669E-15,2.002331430426856E-15,-8.83535268113396E-16,7.92177532791993E-16
2017.0,8.426354158701344E-15,1.838871242485042E-15,,,,6.417760012820147E-15,-7.391584872659748E-15,2.0023316688372932E-15,-8.835314505752811E-16,7.921751957079771E-16
2018.0,8.426356185478593E-15,1.8388785964017734E-15,,,,6.417758324023622E-15,-7.39160575241086E-15,2.002337677766123E-15,-8.835353776700931E-16,7.921738750555665E-16
2019.0,8.426361700881472E-15,1.838871242485042E-15,,,,6.417725561544257E-15,-7.391593907677853E-15,2.002331609234684E-15,-8.835347470228456E-16,7.921774601846588E-16
2020.0,8.42637734286397E-15,1.8388700189953034E-15,,,,6.417729460689807E-15,-7.391634884107676E-15,2.002330187793614E-15,-8.835307103713367E-16,7.921795276640373E-16
2021.0,8.426364366924523E-15,1.838870276049423E-15,,,,6.417686801999164E-15,-7.391611513490018E-15,2.0023297482732174E-15,-8.835319314328246E-16,7.921765700598841E-16
2022.0,8.426365621773159E-15,1.838871499539162E-15,,,,6.417689257505625E-15,-7.391616030999069E-15,2.002328499690736E-15,-8.835330786825596E-16,7.921781836642793E-16
2023.0,8.426379770917679E-15,1.8388636815216486E-15,,,,6.41772539757804E-15,-7.39160575241086E-15,2.002332357144226E-15,-8.835302630925384E-16,7.921772935395047E-16
2024.0,8.426362020514372E-15,1.838870701916151E-15,,,,6.417691859799179E-15,-7.39163068544698E-15,2.002332357144226E-15,-8.835329355471177E-16,7.921775807693338E-16
2025.0,8.426379770917679E-15,1.8388712042509876E-15,,,,6.417728391816125E-15,-7.391627875732076E-15,2.0023307882465663E-15,-8.835323048998702E-16,7.921799121311939E-16
2026.0,8.426372228737551E-15,1.8388700189953034E-15,,,,6.417735685733849E-15,-7.39160575241086E-15,2.0023359479359076E-15,-8.835330048708074E-16,7.921804424188053E-16
2027.0,8.426352665863368E-15,1.8388683314047816E-15,,,,6.417693018453644E-15,-7.391639401616728E-15,2.002334408839553E-15,-8.835312672068319E-16,7.921772935395047E-16
2028.0,8.4263698823274E-15,1.838877309256943E-15,,,,6.4177235534048616E-15,-7.391627875732076E-15,2.002332327342921E-15,-8.835335259613579E-16,7.921781836642793E-16
2029.0,8.426379451284779E-15,1.838869554894521E-15,,,,6.41769523739223E-15,-7.391604044616711E-15,2.0023333971175745E-15,-8.835341163755981E-16,7.921779444117911E-16
2030.0,8.426358953194859E-15,1.838872491395818E-15,,,,6.417697692898691E-15,-7.391611052992311E-15,2.0023293191289197E-15,-8.83533973240156E-16,7.921779444117911E-16
2031.0,8.42635351943554E-15,1.8388713189531504E-15,,,,6.4176943238952015E-15,-7.391632393241128E-15,2.0023349362139298E-15,-8.835313365305214E-16,7.921804424188053E-16
2032.0,8.426374676820917E-15,1.8388812376148966E-15,,,,6.4176993816952166E-15,-7.391632393241128E-15,2.002333158707137E-15,-8.8353171448563E-16,7.921793187636979E-16
2033.0,8.426372762676824E-15,1.8388712807190964E-15,,,,6.417735521767633E-15,-7.39163068544698E-15,2.0023277800325645E-15,-8.835356080016972E-16,7.921759975170874E-16
2034.0,8.426353839068442E-15,1.838870816618314E-15,,,,6.417724712059325E-15,-7.391627875732076E-15,2.0023449233514026E-15,-8.835323048998702E-16,7.921768093123724E-16
2035.0,8.426360741982768E-15,1.8388625727340724E-15,,,,6.417732536119111E-15,-7.391627875732076E-15,2.002341944938705E-15,-8.835347067898381E-16,7.921760378554109E-16
2036.0,8.426360340706306E-15,1.838881275848951E-15,,,,6.417699765050184E-15,-7.391627875732076E-15,2.002328879608523E-15,-8.835315713501882E-16,7.921768572897131E-16
2037.0,8.426366475345332E-15,1.838861775111061E-15,,,,6.4176993816952166E-15,-7.391626167937927E-15,2.0023308284239693E-15,-8.83533239690474E-16,7.921731762059395E-16
2038.0,8.426362955730106E-15,1.8388713571872052E-15,,,,6.4176941599289856E-15,-7.39159874403526E-15,2.0023308284239693E-15,-8.835323048998702E-16,7.921788825139065E-16
2039.0,8.42635319980264E-15,1.8388742936885024E-15,,,,6.4176943238952015E-15,-7.391597036241111E-15,2.0023321291098868E-15,-8.835344205189543E-16,7.921774601846588E-16
2040.0,8.426359888410594E-15,1.8388638344578658E-15,,,,6.417730847322585E-15,-7.39160575241086E-15,2.0023434542337556E-15,-8.835366456947355E-16,7.921763365295515E-16
2041.0,8.426364128935181E-15,1.8388791369706646E-15,,,,6.417694707250169E-15,-7.391627875732076E-15,2.0023364455089797E-15,-8.835337965259693E-16,7.921766237593805E-16
2042.0,8.426363408025819E-15,1.838869605941592E-15,,,,6.417730463967617E-15,-7.391603261544311E-15,2.0023423844591014E-15,-8.83535641580442E-16,7.921771786769853E-16
2043.0,8.426366577018547E-15,1.8388725678639266E-15,,,,6.4176973095437235E-15,-7.39159874403526E-15,2.0023353459330215E-15,-8.83535641580442E-16,7.921760435775666E-16
2044.0,8.426368603795796E-15,1.838870095463412E-15,,,,6.417691557635431E-15,-7.391587682374651E-15,2.0023366839194175E-15,-8.83535641580442E-16,7.921766237593805E-16
2045.0,8.426363088392919E-15,1.838868088588929E-15,,,,6.417728227849908E-15,-7.391619159562327E-15,2.002335286330412E-15,-8.835361984159372E-16,7.921750405071342E-16
2046.0,8.426364581230894E-15,1.838872618910998E-15,,,,6.417703664195735E-15,-7.391603261544311E-15,2.0023438639528473E-15,-8.83534006818901E-16,7.921765757820397E-16
2047.0,8.426379131651877E-15,1.8388796647265387E-15,,,,6.417703134053674E-15,-7.391632393241128E-15,2.002343893754152E-15,-8.835345300756514E-16,7.9217590027976E-16
2048.0,8.426372524687483E-15,1.838863075068909E-15,,,,6.4177333028290466E-15,-7.39163068544698E-15,2.0023323377190196E-15,-8.83533973240156E-16,7.921765278046988E-16
2049.0,8.426360208043495E-15,1.8388696695966837E-15,,,,6.417700148405152E-15,-7.391597036241111E-15,2.0023314586782265E-15,-8.835345300756514E-16,7.921759249097533E-16
2050.0,8.42636106161567E-15,1.838870095463412E-15,,,,6.4176941599289856E-15,-7.391625384865528E-15,2.0023359761872787E-15,-8.835362319946822E-16,7.921772266543261E-16
2051.0,8.426360741982768E-15,1.838879175204719E-15,,,,6.417735905122601E-15,-7.391603261544311E-15,2.002339175135141E-15,-8.835362319946822E-16,7.921758043250783E-16
2052.0,8.426377638813901E-15,1.8388708930864227E-15,,,,6.41769379375314E-15,-7.391626167937927E-15,2.002335286330412E-15,-8.83535641580442E-16,7.921743650048544E-16
2053.0,8.426360340706306E-15,1.8388713954212596E-15,,,,6.4177362884775686E-15,-7.391601553750162E-15,2.0023421535478377E-15,-8.835349080307598E-16,7.921743170275137E-16
2054.0,8.426377023231068E-15,1.838867637301164E-15,,,,6.417734216326075E-15,-7.391592518732059E-15,2.0023434244324508E-15,-8.835345636543962E-16,7.921766483893738E-16
2055.0,8.426357140723983E-15,1.8388713954212596E-15,,,,6.4177333028290466E-15,-7.39159874403526E-15,2.0023357556521135E-15,-8.835350511662017E-16,7.921741503823596E-16
2056.0,8.42636106161567E-15,1.838870931320477E-15,,,,6.417696779401662E-15,-7.391603261544311E-15,2.002335946385974E-15,-8.83535641580442E-16,7.921733789253983E-16
2057.0,8.426366495374987E-15,1.8388787875720453E-15,,,,6.4177316140325204E-15,-7.39162367707138E-15,2.0023434542337556E-15,-8.835327924116758E-16,7.921744376121886E-16
2058.0,8.426355246609545E-15,1.838878028183089E-15,,,,6.4177372019745975E-15,-7.391627875732076E-15,2.0023384972043065E-15,-8.835350511662017E-16,7.921747286473118E-16
2059.0,8.426378410742516E-15,1.838866916146262E-15,,,,6.4177312306775535E-15,-7.39162367707138E-15,2.002336624316808E-15,-8.835345636543962E-16,7.921759728870942E-16
2060.0,8.426365536476284E-15,1.838871728943488E-15,,,,6.417700148405152E-15,-7.391632393241128E-15,2.002342354657797E-15,-8.835328953141103E-16,7.921771729548297E-16
2061.0,8.42635650145818E-15,1.8388642749331386E-15,,,,6.417696779401662E-15,-7.39159874403526E-15,2.002335286330412E-15,-8.835333425929087E-16,7.921788825139065E-16
2062.0,8.426367882886435E-15,1.8388714590763507E-15,,,,6.417688571986909E-15,-7.391610269919911E-15,2.0023389069233986E-15,-8.83535498445E-16,7.921750158771408E-16
2063.0,8.426362234820745E-15,1.83887477239783E-15,,,,6.417665697129261E-15,-7.391627875732076E-15,2.0023363859063704E-15,-8.835309407029406E-16,7.921786678914116E-16
2064.0,8.426377104874628E-15,1.8388792899068822E-15,,,,6.417691940990399E-15,-7.391627875732076E-15,2.0023348468100156E-15,-8.835344205189543E-16,7.921763365295515E-16
2065.0,8.426358633561959E-15,1.838856984671499E-15,,,,6.417697692898691E-15,-7.391625384865528E-15,2.002334817008711E-15,-8.835348677977527E-16,7.921758523024192E-16
2066.0,8.426357140723983E-15,1.838872231278325E-15,,,,6.417694707250169E-15,-7.391620867356476E-15,2.0023429551107497E-15,-8.835327521786684E-16,7.921773472390011E-16
2067.0,8.426360660339208E-15,1.8388780409961057E-15,,,,6.417734216326075E-15,-7.391620867356476E-15,2.0023434244324508E-15,-8.835344205189543E-16,7.921762885522105E-16
2068.0,8.426360660339208E-15,1.8388742828760104E-15,,,,6.41770106190218E-15,-7.391625384865528E-15,2.002339145333836E-15,-8.835344205189543E-16,7.921758523024192E-16
2069.0,8.426376383965267E-15,1.83887477239783E-15,,,,6.417699765050184E-15,-7.391604505114418E-15,2.002330739020055E-15,-8.835360888592402E-16,7.921747286473118E-16
2070.0,8.426368603795796E-15,1.838871471889368E-15,,,,6.417699234908124E-15,-7.391627092659677E-15,2.002335286330412E-15,-8.835344205189543E-16,7.921779501339468E-16
2071.0,8.426357460356883E-15,1.838857448772281E-15,,,,6.417733832971107E-15,-7.39160575241086E-15,2.0023433946311463E-15,-8.835359457237983E-16,7.921748012546459E-16
